amenities,price,minimum_nights,vacation_type
"[""self check-in"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""washer \u2013\u00a0in unit"", ""lockbox"", ""bed linens"", ""refrigerator"", ""kitchen"", ""microwave"", ""iron"", ""smoking allowed"", ""hot water"", ""essentials"", ""tv"", ""dryer \u2013\u00a0in unit"", ""pool"", ""air conditioning"", ""wifi"", ""pets allowed"", ""patio or balcony"", ""private entrance"", ""bathtub"", ""hangers""]","$1,211.00",30,short accomodation
"[""self check-in"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""washer \u2013\u00a0in unit"", ""lockbox"", ""bed linens"", ""refrigerator"", ""kitchen"", ""iron"", ""smoking allowed"", ""hot water"", ""essentials"", ""tv"", ""dryer \u2013\u00a0in unit"", ""air conditioning"", ""wifi"", ""pets allowed"", ""patio or balcony"", ""private entrance"", ""bathtub"", ""hangers"", ""oven""]","$1,359.00",30,short accomodation
"[""security cameras on property"", ""smoke alarm"", ""first aid kit"", ""long term stays allowed"", ""air conditioning"", ""dedicated workspace"", ""wifi""]",$498.00,1,short vacation
"[""self check-in"", ""security cameras on property"", ""long term stays allowed"", ""keypad"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""wifi"", ""cooking basics""]",$869.00,1,short vacation
"[""paid parking on premises"", ""smoke alarm"", ""long term stays allowed"", ""pool"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""dedicated workspace"", ""wifi""]",$580.00,14,long vacation
"[""free washer \u2013 in unit"", ""refrigerator"", ""mountain view"", ""garden view"", ""long term stays allowed"", ""ac - split type ductless system"", ""dishes and silverware"", ""kitchen"", ""dedicated workspace"", ""wifi""]",$650.00,1,short vacation
"[""clothing storage"", ""first aid kit"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""body soap"", ""luggage dropoff allowed"", ""rice maker"", ""hair dryer"", ""pocket wifi"", ""room-darkening shades"", ""bed linens"", ""refrigerator"", ""lock on bedroom door"", ""toaster"", ""blender"", ""dishes and silverware"", ""kitchen"", ""window guards"", ""cooking basics"", ""shower gel"", ""hot water kettle"", ""books and reading material"", ""hot water"", ""single level home"", ""freezer"", ""essentials"", ""washer"", ""tv"", ""laundromat nearby"", ""air conditioning"", ""dedicated workspace"", ""portable fans"", ""wifi"", ""wine glasses"", ""mosquito net"", ""cleaning products"", ""private entrance"", ""piano"", ""ethernet connection"", ""hangers"", ""conditioner"", ""oven"", ""dining table"", ""drying rack for clothing"", ""extra pillows and blankets"", ""stove""]",$450.00,28,short accomodation
"[""long term stays allowed"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""wifi""]",$320.00,1,short vacation
"[""self check-in"", ""long term stays allowed"", ""shampoo"", ""body soap"", ""hair dryer"", ""bed linens"", ""clothing storage: walk-in closet"", ""refrigerator"", ""exercise equipment: yoga mat"", ""dishes and silverware"", ""kitchen"", ""coffee"", ""microwave"", ""iron"", ""private patio or balcony"", ""cooking basics"", ""shower gel"", ""coffee maker: nespresso"", ""hot water kettle"", ""books and reading material"", ""hot water"", ""outdoor furniture"", ""freezer"", ""essentials"", ""washer"", ""tv"", ""laundromat nearby"", ""air conditioning"", ""free dryer \u2013 in unit"", ""wifi"", ""wine glasses"", ""cleaning products"", ""pets allowed"", ""hangers"", ""conditioner"", ""portable heater"", ""oven"", ""drying rack for clothing"", ""keypad"", ""extra pillows and blankets"", ""baking sheet"", ""stove""]",$950.00,2,short vacation
"[""paid parking on premises"", ""induction stove"", ""garden view"", ""long term stays allowed"", ""ac - split type ductless system"", ""elevator"", ""shampoo"", ""rice maker"", ""hair dryer"", ""marina view"", ""room-darkening shades"", ""bed linens"", ""pool - available seasonally"", ""sea view"", ""refrigerator"", ""bay view"", ""park view"", ""dishes and silverware"", ""pool view"", ""kitchen"", ""host greets you"", ""exercise equipment"", ""iron"", ""private patio or balcony"", ""shower gel"", ""waterfront"", ""hot water"", ""washer"", ""laundromat nearby"", ""cleaning available during stay"", ""dedicated workspace"", ""city skyline view"", ""cleaning products"", ""private entrance"", ""conditioner"", ""clothing storage: closet"", ""ocean view"", ""fire extinguisher""]","$1,088.00",5,short vacation
"[""mini fridge"", ""hot water kettle"", ""outdoor furniture"", ""fire extinguisher"", ""beach view"", ""conditioner"", ""long term stays allowed"", ""shampoo"", ""tv"", ""beach access"", ""private patio or balcony"", ""bbq grill"", ""hair dryer"", ""air conditioning"", ""wifi"", ""shower gel""]","$1,197.00",1,short vacation
"[""clothing storage"", ""long term stays allowed"", ""shampoo"", ""body soap"", ""rice maker"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""refrigerator"", ""blender"", ""dishes and silverware"", ""kitchen"", ""coffee"", ""microwave"", ""exercise equipment"", ""iron"", ""shower gel"", ""hot water kettle"", ""books and reading material"", ""hot water"", ""freezer"", ""essentials"", ""washer"", ""tv"", ""laundromat nearby"", ""air conditioning"", ""dedicated workspace"", ""free dryer \u2013 in unit"", ""wifi"", ""wine glasses"", ""cleaning products"", ""private entrance"", ""bathtub"", ""hangers"", ""conditioner"", ""smoke alarm"", ""dining table"", ""drying rack for clothing"", ""extra pillows and blankets""]","$1,400.00",3,short vacation
"[""kitchen"", ""smoke alarm"", ""outdoor dining area"", ""bbq grill"", ""fire extinguisher"", ""air conditioning"", ""dedicated workspace"", ""wifi""]","$3,100.00",1,short vacation
"[""refrigerator"", ""hot water"", ""self check-in"", ""hangers"", ""window ac unit"", ""long term stays allowed"", ""essentials"", ""tv"", ""dishes and silverware"", ""kitchen"", ""lockbox"", ""wifi""]",$350.00,21,short accomodation
"[""refrigerator"", ""hot water"", ""hangers"", ""window ac unit"", ""long term stays allowed"", ""essentials"", ""tv"", ""clothing storage: closet"", ""dishes and silverware"", ""kitchen"", ""wifi"", ""bed linens""]",$350.00,28,short accomodation
"[""outdoor dining area"", ""washer"", ""bbq grill"", ""kitchen"", ""air conditioning"", ""dedicated workspace""]",$700.00,20,short accomodation
"[""long term stays allowed"", ""outdoor dining area"", ""washer"", ""bbq grill"", ""kitchen"", ""air conditioning"", ""dedicated workspace"", ""wifi""]","$2,500.00",1,short vacation
"[""cleaning products"", ""hot water"", ""piano"", ""hangers"", ""barbecue utensils"", ""portable heater"", ""long term stays allowed"", ""essentials"", ""outdoor dining area"", ""washer"", ""stainless steel oven"", ""kitchen"", ""air conditioning"", ""dedicated workspace"", ""iron"", ""cooking basics"", ""wifi""]",$700.00,7,short vacation
"[""paid parking on premises"", ""security cameras on property"", ""first aid kit"", ""long term stays allowed"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""smoking allowed""]",$297.00,1,short vacation
"[""outdoor furniture"", ""long term stays allowed"", ""outdoor dining area"", ""hammock"", ""bbq grill"", ""kitchen"", ""air conditioning"", ""dedicated workspace"", ""wifi""]","$1,000.00",1,short vacation
"[""ceiling fan"", ""coffee maker: drip coffee maker"", ""long term stays allowed"", ""shampoo"", ""shared patio or balcony"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""lock on bedroom door"", ""samsung refrigerator"", ""dishes and silverware"", ""kitchen"", ""host greets you"", ""cooking basics"", ""shower gel"", ""electric stove"", ""hot water kettle"", ""hot water"", ""barbecue utensils"", ""freezer"", ""essentials"", ""washer"", ""tv"", ""cleaning available during stay"", ""air conditioning"", ""dedicated workspace"", ""portable fans"", ""cleaning products"", ""private entrance"", ""hangers"", ""conditioner"", ""dining table"", ""outdoor dining area"", ""drying rack for clothing"", ""clothing storage: closet"", ""bbq grill"", ""fire extinguisher""]",$680.00,14,long vacation
"[""pets allowed"", ""long term stays allowed"", ""bbq grill""]","$3,143.00",1,short vacation
"[""self check-in"", ""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""luggage dropoff allowed"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""refrigerator"", ""smart lock"", ""microwave"", ""iron"", ""shower gel"", ""hot water kettle"", ""hot water"", ""washer"", ""tv"", ""laundromat nearby"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""pets allowed"", ""private entrance"", ""hangers"", ""smoke alarm"", ""drying rack for clothing"", ""fire extinguisher""]",$500.00,1,short vacation
"[""clothing storage"", ""first aid kit"", ""long term stays allowed"", ""safe"", ""elevator"", ""shared patio or balcony"", ""bed linens"", ""refrigerator"", ""free dryer \u2013 in building"", ""dishes and silverware"", ""kitchen"", ""microwave"", ""cooking basics"", ""mini fridge"", ""freezer"", ""essentials"", ""central air conditioning"", ""tv"", ""wifi"", ""smoke alarm"", ""fire extinguisher"", ""free washer \u2013 in building""]",$618.00,30,short accomodation
"[""paid parking on premises"", ""pets allowed"", ""hot water"", ""conditioner"", ""smoke alarm"", ""long term stays allowed"", ""ac - split type ductless system"", ""shampoo"", ""hair dryer"", ""dedicated workspace"", ""room-darkening shades"", ""wifi"", ""shower gel""]",$224.00,1,short vacation
"[""long term stays allowed"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""wifi""]",$279.00,1,short vacation
"[""cleaning products"", ""clothing storage: walk-in closet"", ""hot water"", ""bathtub"", ""portable heater"", ""smoke alarm"", ""first aid kit"", ""essentials"", ""drying rack for clothing"", ""long term stays allowed"", ""washer"", ""body soap"", ""dishes and silverware"", ""kitchen"", ""air conditioning"", ""hot tub"", ""room-darkening shades"", ""wifi"", ""bed linens"", ""cooking basics""]",$700.00,30,short accomodation
"[""air conditioning"", ""self check-in"", ""mountain view"", ""security cameras on property"", ""garden view"", ""smart lock"", ""long term stays allowed"", ""free parking on premises"", ""tv"", ""kitchen"", ""harbor view"", ""dedicated workspace"", ""wifi"", ""smoking allowed""]",$216.00,60,long accomodation
"[""long term stays allowed"", ""tv"", ""kitchen"", ""air conditioning"", ""wifi"", ""smoking allowed""]",$730.00,4,short vacation
"[""kitchen"", ""refrigerator"", ""self check-in"", ""70\"" hdtv with amazon prime video, disney+"", ""long term stays allowed"", ""ac - split type ductless system"", ""washer"", ""dishes and silverware"", ""fire extinguisher"", ""lockbox"", ""wifi""]",$916.00,2,short vacation
"[""long term stays allowed"", ""washer"", ""kitchen"", ""air conditioning"", ""wifi""]",$245.00,1,short vacation
"[""pets allowed"", ""hot water"", ""fire extinguisher"", ""lock on bedroom door"", ""security cameras on property"", ""first aid kit"", ""long term stays allowed"", ""elevator"", ""tv"", ""cleaning available during stay"", ""hair dryer"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""heating""]",$677.00,1,short vacation
"[""pets allowed"", ""hot water"", ""lock on bedroom door"", ""security cameras on property"", ""first aid kit"", ""long term stays allowed"", ""elevator"", ""tv"", ""cleaning available during stay"", ""hair dryer"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""heating""]",$677.00,1,short vacation
"[""32\"" hdtv with chromecast"", ""fire extinguisher"", ""lock on bedroom door"", ""refrigerator"", ""security cameras on property"", ""first aid kit"", ""long term stays allowed"", ""hair dryer"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""city skyline view"", ""heating""]",$672.00,1,short vacation
"[""pets allowed"", ""fire extinguisher"", ""lock on bedroom door"", ""security cameras on property"", ""first aid kit"", ""long term stays allowed"", ""tv"", ""hair dryer"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""heating""]",$672.00,1,short vacation
"[""pets allowed"", ""fire extinguisher"", ""lock on bedroom door"", ""security cameras on property"", ""first aid kit"", ""long term stays allowed"", ""tv"", ""hair dryer"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""heating""]",$672.00,1,short vacation
"[""paid parking on premises"", ""outdoor shower"", ""self check-in"", ""carbon monoxide alarm"", ""long term stays allowed"", ""shampoo"", ""lock on bedroom door"", ""kitchen"", ""smart lock"", ""exercise equipment"", ""hot water"", ""washer"", ""pool"", ""air conditioning"", ""hot tub"", ""dedicated workspace"", ""wifi"", ""pets allowed"", ""hangers"", ""smoke alarm"", ""outdoor dining area"", ""bbq grill""]",$579.00,1,short vacation
"[""washer"", ""tv"", ""bbq grill"", ""kitchen"", ""air conditioning"", ""exercise equipment"", ""wifi""]",$880.00,7,short vacation
"[""paid parking on premises"", ""induction stove"", ""coffee maker: drip coffee maker"", ""long term stays allowed"", ""ac - split type ductless system"", ""safe"", ""elevator"", ""shampoo"", ""body soap"", ""rice maker"", ""hair dryer"", ""room-darkening shades"", ""private gym in building"", ""bed linens"", ""sea view"", ""refrigerator"", ""dishes and silverware"", ""paid parking lot off premises"", ""kitchen"", ""coffee"", ""microwave"", ""window guards"", ""public or shared beach access"", ""cooking basics"", ""shower gel"", ""free washer \u2013 in unit"", ""hdtv with chromecast"", ""hot water kettle"", ""waterfront"", ""hot water"", ""ev charger"", ""freezer"", ""essentials"", ""laundromat nearby"", ""dedicated workspace"", ""free dryer \u2013 in unit"", ""portable fans"", ""clothing storage: closet and dresser"", ""wifi"", ""cleaning products"", ""private hot tub - available all year, open 24 hours"", ""bathtub"", ""hangers"", ""conditioner"", ""ethernet connection"", ""smoke alarm"", ""dining table"", ""drying rack for clothing"", ""bluetooth sound system"", ""shared outdoor pool - available seasonally, open specific hours, infinity, pool toys"", ""extra pillows and blankets"", ""baking sheet"", ""fire extinguisher""]","$1,000.00",3,short vacation
"[""lock on bedroom door"", ""long term stays allowed"", ""washer"", ""tv"", ""kitchen"", ""air conditioning"", ""wifi""]",$611.00,2,short vacation
"[""induction stove"", ""shampoo"", ""body soap"", ""rice maker"", ""hair dryer"", ""hot tub - open 24 hours"", ""refrigerator"", ""mountain view"", ""blender"", ""coffee maker"", ""trash compactor"", ""dishes and silverware"", ""kitchen"", ""iron"", ""heating - split type ductless system"", ""cooking basics"", ""dishwasher"", ""hot water kettle"", ""outdoor furniture"", ""hot water"", ""security cameras on property"", ""freezer"", ""barbecue utensils"", ""essentials"", ""washer"", ""cleaning available during stay"", ""air conditioning"", ""dedicated workspace"", ""free dryer \u2013 in unit"", ""wifi"", ""cleaning products"", ""pets allowed"", ""bathtub"", ""hangers"", ""dining table"", ""oven"", ""outdoor dining area"", ""extra pillows and blankets"", ""baking sheet"", ""bbq grill""]","$1,900.00",3,short vacation
